class   code	description
icd9procs	35.09	未特指心脏瓣膜的血管内置换
icd9procs	35.1	无置换的开放性心脏瓣膜成形术
icd9procs	35.10	无置换的开放性心脏瓣膜成形术,瓣膜未特指
icd9procs	35.11	无置换的开放性主动脉瓣成形术
icd9procs	35.12	无置换的开放性二尖瓣成形术
icd9procs	35.13	无置换的开放性肺动脉瓣成形术
icd9procs	35.14	无置换的开放性三尖瓣成形术
icd9procs	35.2	心脏瓣膜切开和其他置换术
icd9procs	35.2	心脏瓣膜切开和其他置换术
icd9procs	35.20	心脏瓣膜切开和其他置换术
icd9procs	35.21	主动脉瓣切开和其他置换伴有组织移植物
icd9procs	35.22	主动脉瓣切开和其他置换术
icd9procs	35.22	主动脉瓣切开和其他置换术
icd9procs	35.23	二尖瓣切开和其他置换术伴有组织移植物
icd9procs	35.23	二尖瓣切开和其他置换术伴有组织移植物
icd9procs	35.24	二尖瓣切开和其他置换
icd9procs	35.24	二尖瓣切开和其他置换
icd9procs	35.25	肺动脉瓣切开和其他置换术伴有组织移植物
icd9procs	35.26	肺动脉瓣切开和其他置换术
icd9procs	35.27	三尖瓣切开和其他置换术伴有组织移植物
icd9procs	35.28	三尖瓣切开和其他置换术
icd9procs	35.3	心脏瓣膜邻近结构的手术
icd9procs	35.3	心脏瓣膜邻近结构的手术
icd9procs	35.31	乳头肌手术
icd9procs	35.32	腱索手术
icd9procs	35.32	腱索手术
icd9procs	35.33	瓣环成形术
icd9procs	35.33	瓣环成形术
icd9procs	35.34	动脉圆锥切除术
icd9procs	35.35	心肉柱手术
icd9procs	35.35	心肉柱手术
icd9procs	35.39	心脏瓣膜其他邻近结构的手术
icd9procs	35.4	创建心脏间隔缺损
icd9procs	35.41	已存在的房间隔缺损扩大术
icd9procs	35.42	建造心脏间隔缺损
icd9procs	35.5	心房和心室间隔假体修补术
icd9procs	35.5	心房和心室间隔假体修补术
icd9procs	35.50	未特指心脏间隔缺损的假体修补术
icd9procs	35.51	心房间隔缺损的假体修补术,切开法
icd9procs	35.51	心房间隔缺损的假体修补术,切开法
icd9procs	35.52	心房间隔缺损假体修补术,闭合法
icd9procs	35.53	心室间隔缺损假体修补术,切开法
icd9procs	35.54	心内膜垫缺损假体修补术
icd9procs	35.55	假体心室间隔修补术，闭合法
icd9procs	35.6	心房和心室间隔修补术，用组织移植物
icd9procs	35.60	心脏未特指间隔缺损修补术，用组织移植物
icd9procs	35.61	用组织移植物的心房间隔缺损修补术
icd9procs	35.62	用组织移植物的心室间隔缺损修补术
icd9procs	35.63	用组织移植物的心内膜垫缺损修补术
icd9procs	35.7	心房间隔和心室间隔的其他和未特指的修补术
icd9procs	35.7	心房间隔和心室间隔的其他和未特指的修补术
icd9procs	35.70	心脏未特指间隔缺损的其他和未特指的修补术
icd9procs	35.71	心房间隔缺损和其他和未特指的修补术
icd9procs	35.71	心房间隔缺损和其他和未特指的修补术
icd9procs	35.72	心室间隔缺损的其他和未特指的修补术
icd9procs	35.73	心内膜垫缺损的其他和未特指的修补术
icd9procs	35.8	某些先天性心脏异常的全部修补术
icd9procs	35.8	某些先天性心脏异常的全部修补术
icd9procs	35.81	法洛四联症全部修补术
icd9procs	35.82	全部异常肺静脉联接的修补术
icd9procs	35.82	全部异常肺静脉联接的修补术
icd9procs	35.83	动脉干全部修补术
icd9procs	35.84	大血管移位的全部矫正术NEC
icd9procs	35.9	心脏瓣膜和间隔的其他手术
icd9procs	35.9	心脏瓣膜和间隔的其他手术
icd9procs	35.91	心房内静脉回流转位术
icd9procs	35.92	建立右心室和肺动脉通道
icd9procs	35.93	建立左心室和主动脉间通道
icd9procs	35.94	建立心房和肺动脉间通道
icd9procs	35.95	心脏矫正性操作的修复术
icd9procs	35.96	经皮球囊瓣膜成形术
icd9procs	35.97	经皮二尖瓣修补术，用植入物
icd9procs	35.97	经皮二尖瓣修补术，用植入物
icd9procs	35.98	心脏间隔的其他手术
icd9procs	35.99	心脏瓣膜的其他手术
icd9procs	36	心脏血管手术
icd9procs	36.0	去除冠状动脉梗阻和支架置入
icd9procs	36.03	开胸冠状动脉成形术
icd9procs	36.04	冠状动脉内血栓溶解药输注
icd9procs	36.06	非-药物洗脱冠状动脉支架置入
icd9procs	36.07	药物洗脱冠状动脉支架置入
icd9procs	36.09	冠状动脉梗阻的其他去除术
icd9procs	36.1	搭桥吻合术,为心脏血管再形成术
icd9procs	36.1	搭桥吻合术,为心脏血管再形成术
icd9procs	36.10	主动脉冠状动脉旁路移植,为心脏血管再形成术NOS
icd9procs	36.11	一根冠状动脉的(主动脉)冠状动脉旁路移植
icd9procs	36.12	二根冠状动脉的(主动脉)冠状动脉旁路移植
icd9procs	36.13	三根冠状动脉的(主动脉)冠状动脉旁路移植
icd9procs	36.14	四根或以上冠状动脉的(主动脉)冠状动脉旁路移植
icd9procs	36.15	单乳房内动脉-冠状动脉旁路移植
icd9procs	36.16	双乳房内动脉-冠状动脉旁路移植
icd9procs	36.17	腹动脉-冠状动脉旁路移植
icd9procs	36.19	其他搭桥吻合术,为心脏血管再形成术
icd9procs	36.19	其他搭桥吻合术,为心脏血管再形成术
icd9procs	36.2	动脉植入的心脏血管再形成术
icd9procs	36.3	其他心脏血管再形成术
icd9procs	36.31	开胸经心肌的血管再形成术
icd9procs	36.32	其他经心肌的血管再形成术
icd9procs	36.33	内镜下经心肌血管再形成术
icd9procs	36.34	经皮经心肌血管再形成术
icd9procs	36.39	其他心脏血管再形成术
icd9procs	36.9	心脏血管的其他手术
icd9procs	36.91	冠状血管动脉瘤修补术
icd9procs	36.99	心脏血管的其他手术
icd9procs	37	心脏和心包的其他手术
icd9procs	37.0	心包穿刺术
icd9procs	37.1	心脏切开术和心包切开术
icd9procs	37.10	心脏切开术NOS
icd9procs	37.11	心脏切开术
icd9procs	37.12	心包切开术
icd9procs	37.2	心脏和心包的诊断性操作
icd9procs	37.2	心脏和心包的诊断性操作
icd9procs	37.20	非侵入性程序化电刺激(NIPS)
icd9procs	37.20	非侵入性程序化电刺激(NIPS)
icd9procs	37.21	右心导管置入
icd9procs	37.22	左心导管置入
icd9procs	37.23	联合的右心和左心导管置入
icd9procs	37.24	心包活组织检查
icd9procs	37.25	心脏活组织检查
icd9procs	37.26	侵入性电生理测定导管术
icd9procs	37.27	心脏标测图
icd9procs	37.28	心内超声心动图
icd9procs	37.29	心脏和心包的其他诊断性操作
icd9procs	37.3	心包切除术和心脏病损切除术
icd9procs	37.3	心包切除术和心脏病损切除术
icd9procs	37.31	心包切除术
icd9procs	37.32	心脏动脉瘤切除术
icd9procs	37.33	心脏其他病损或组织的切除术或破坏术,开放性入路
icd9procs	37.33	心脏其他病损或组织的切除术或破坏术,开放性入路
icd9procs	37.34	心脏其他病损或组织的切除术或破坏术,血管内入路
icd9procs	37.34	心脏其他病损或组织的切除术或破坏术,血管内入路
icd9procs	37.35	部分心室切除术
icd9procs	37.35	部分心室切除术
icd9procs	37.36	左心耳破坏或切除术（LAA）
icd9procs	37.36	左心耳破坏或切除术（LAA）
icd9procs	37.37	其他心脏组织或病损消融、切除或破坏，胸腔镜入路
icd9procs	37.4	心脏和心包修补术
icd9procs	37.4	心脏和心包修补术
icd9procs	37.41	围绕心脏的心脏假体支持装置植入术
icd9procs	37.49	心脏和心包的其他修补术
icd9procs	37.49	心脏和心包的其他修补术
icd9procs	37.5	心脏置换操作
icd9procs	37.51	心脏移植术
icd9procs	37.52	全部内置式双心室心脏置换脏系统植入
icd9procs	37.53	置换或修补全部置换心脏系统的胸腔装置
icd9procs	37.54	全部置换心脏系统的其他可置入成分置换或修补术
icd9procs	37.55	去除内置的双心室心脏置换系统
icd9procs	37.6	心脏和循环辅助系统的植入
icd9procs	37.60	植入或置入双心室心脏外置式辅助系统
icd9procs	37.61	搏动性球囊置入
icd9procs	37.62	暂时性非植入型体外循环辅助系统的置入
icd9procs	37.63	心脏辅助系统修补术
icd9procs	37.64	去除外置式心脏辅助系统或装置
icd9procs	37.65	单心室（体外）外置式心脏辅助系统置入
icd9procs	37.66	置入可植入型心脏的辅助系统
icd9procs	37.67	置入心脏刺激系统
icd9procs	37.68	经皮置入外部心脏辅助装置
icd9procs	37.7	导线的置入、修复术、置换和去除；临时起搏器系统置入，或心脏装置的囊袋修复术
icd9procs	37.70	首次置入导线[电极]NOS
icd9procs	37.71	首次经静脉入心室置入导线[电极]
icd9procs	37.72	首次经静脉入心房和心室置入导线[电极]
icd9procs	37.73	首次经静脉入心房置入导线[电极]
icd9procs	37.74	置入或置换心外膜的导线[电极]
icd9procs	37.75	导线[电极的]修复术
icd9procs	37.76	经静脉心房和/或心室导线[电极]的置换
icd9procs	37.77	去除导线[电极]，不伴置换
icd9procs	37.78	暂时性经静脉起搏器系统置入
icd9procs	37.79	心脏装置的囊袋修复术或再定位
icd9procs	37.8	起搏器装置的置入、置换、去除和修复术
icd9procs	37.80	首次或置换永久起搏器置入,装置类型未特指
icd9procs	37.81	首次单腔装置置入,未特指节律反应
icd9procs	37.82	首次单腔装置置入,节律反应
icd9procs	37.83	首次置入双腔装置
icd9procs	37.85	置换任何类型的带有单腔装置的起搏装置,未特指节律反应
icd9procs	37.86	置换任何类型的带有单腔装置的起搏装置,节律反应
icd9procs	37.87	置换任何类型带有双腔装置的起搏装置
icd9procs	37.89	起搏器装置校正或去除
icd9procs	37.9	心脏和心包的其他手术
icd9procs	37.9	心脏和心包的其他手术
icd9procs	37.90	左心附加装置的置入
icd9procs	37.91	开胸心脏按摩
icd9procs	37.92	治疗性物质注入心脏
icd9procs	37.93	治疗性物质注入心包
icd9procs	37.94	自动心脏复律器或除颤器的置入或置换,全系统[AICD]
icd9procs	37.94	自动心脏复律器或除颤器的置入或置换,全系统[AICD]
icd9procs	37.95	仅自动心脏复律器或除颤器导线的置入术
icd9procs	37.96	仅自动心脏复律器或除颤器脉冲发生器的置入术
icd9procs	37.97	仅自动心脏复律器或除颤器导线的置换术
icd9procs	37.98	仅自动心脏复律器或除颤器脉冲发生器的置换
icd9procs	37.98	仅自动心脏复律器或除颤器脉冲发生器的置换
icd9procs	37.99	心脏和心包的其他手术
icd9procs	38	血管的切开、切除和闭合术
icd9procs	38.0	血管切开术
icd9procs	38.0	血管切开术
icd9procs	38.00	血管切开术
icd9procs	38.01	颅内血管切开术
icd9procs	38.02	头和颈部的其他血管切开术
icd9procs	38.02	头和颈部的其他血管切开术
icd9procs	38.03	上肢血管切开术
icd9procs	38.04	主动脉切开术
icd9procs	38.05	其他胸部血管切开术
icd9procs	38.05	其他胸部血管切开术
icd9procs	38.06	腹动脉切开术
icd9procs	38.06	腹动脉切开术
icd9procs	38.07	腹静脉切开术
icd9procs	38.07	腹静脉切开术
icd9procs	38.08	下肢动脉切开术
icd9procs	38.08	下肢动脉切开术
icd9procs	38.09	下肢静脉切开术
icd9procs	38.09	下肢静脉切开术
icd9procs	38.1	动脉内膜切除术
icd9procs	38.10	动脉内膜切除术
icd9procs	38.11	颅内动脉内膜切除术
icd9procs	38.12	头和颈部其他血管内膜切除术
icd9procs	38.13	上肢血管内膜切除术
icd9procs	38.14	主动脉内膜切除术
icd9procs	38.15	其他胸部血管内膜切除术
icd9procs	38.16	腹动脉内膜切除术
icd9procs	38.18	下肢动脉内膜切除术
icd9procs	38.2	血管诊断性操作
icd9procs	38.21	血管活组织检查
icd9procs	38.22	经皮血管镜检查
icd9procs	38.23	血管内光谱分析
icd9procs	38.24	经光学相干断层扫描的冠状血管血管内影像[OCT]
icd9procs	38.25	经光学相干断层扫描的非冠状血管血管内影像[OCT]
icd9procs	38.26	置入或置换无导线的压力传感器，用于心内或大血管血流动力学监测
icd9procs	38.29	血管其他诊断性操作
icd9procs	38.3	血管部分切除术伴吻合术
icd9procs	38.3	血管部分切除术伴吻合术
icd9procs	38.30	血管部分切除术伴吻合术
icd9procs	38.31	颅内血管部分切除伴吻合术
icd9procs	38.32	头和颈部的其他血管切除伴吻合术
icd9procs	38.32	头和颈部的其他血管切除伴吻合术
icd9procs	38.33	上肢血管部分切除伴吻合术
icd9procs	38.34	主动脉部分切除术伴吻合术
icd9procs	38.35	其他胸部血管部分切除术伴吻合术
icd9procs	38.35	其他胸部血管部分切除术伴吻合术
icd9procs	38.36	腹动脉部分切除术伴吻合术
icd9procs	38.36	腹动脉部分切除术伴吻合术
icd9procs	38.37	腹静脉部分切除术伴吻合术
icd9procs	38.37	腹静脉部分切除术伴吻合术
icd9procs	38.38	下肢动脉部分切除术伴吻合术
icd9procs	38.39	下肢静脉部分切除术伴吻合术
icd9procs	38.4	血管部分切除术伴置换术
icd9procs	38.4	血管部分切除术伴置换术
icd9procs	38.40	血管部分切除术伴置换术
icd9procs	38.41	颅内血管部分切除术伴置换术
icd9procs	38.42	头和颈部的其他血管部分切除术伴置换术
icd9procs	38.43	上肢血管部分切除术伴置换术
icd9procs	38.43	上肢血管部分切除术伴置换术
icd9procs	38.44	腹主动脉血管部分切除术伴置换术
icd9procs	38.44	腹主动脉血管部分切除术伴置换术
icd9procs	38.45	胸部血管部分切除术伴置换术
icd9procs	38.45	胸部血管部分切除术伴置换术
icd9procs	38.46	腹动脉部分切除术伴置换术
icd9procs	38.46	腹动脉部分切除术伴置换术
icd9procs	38.47	腹部静脉血管部分切除术伴置换术
icd9procs	38.47	腹部静脉血管部分切除术伴置换术
icd9procs	38.48	下肢动脉部分切除术伴置换术
icd9procs	38.48	下肢动脉部分切除术伴置换术
icd9procs	38.49	下肢静脉部分切除术伴置换术
icd9procs	38.5	静脉曲张的结扎术和剥脱术
icd9procs	38.5	静脉曲张的结扎术和剥脱术
icd9procs	38.50	静脉曲张的结扎术和剥脱术
icd9procs	38.51	颅内血管静脉曲张的结扎术和剥脱术
icd9procs	38.52	头和颈部其他血管静脉曲张的结扎术和剥脱术
icd9procs	38.53	上肢血管静脉曲张的结扎术和剥脱术
icd9procs	38.55	胸部血管静脉曲张的结扎术和剥脱术
icd9procs	38.57	腹部静脉静脉曲张的结扎术和剥脱术
icd9procs	38.59	下肢静脉曲张的结扎术和剥脱术
icd9procs	38.59	下肢静脉曲张的结扎术和剥脱术
icd9procs	38.6	血管的其他切除术
icd9procs	38.6	血管的其他切除术
icd9procs	38.60	血管的其他切除术
icd9procs	38.61	颅内血管其他切除术
icd9procs	38.62	头和颈部其他血管的其他切除术
icd9procs	38.62	头和颈部其他血管的其他切除术
icd9procs	38.63	上肢血管的其他切除术
icd9procs	38.64	主动脉的其他切除术
icd9procs	38.65	胸部血管的其他切除术
icd9procs	38.65	胸部血管的其他切除术
icd9procs	38.66	腹部动脉的其他切除术
icd9procs	38.66	腹部动脉的其他切除术
icd9procs	38.67	腹部静脉的其他切除术
icd9procs	38.68	下肢动脉的其他切除术
icd9procs	38.69	下肢静脉的其他切除术
icd9procs	38.7	腔静脉截断
icd9procs	38.7	腔静脉截断
icd9procs	38.8	血管的其他手术闭合
icd9procs	38.8	血管的其他手术闭合
icd9procs	38.80	血管的其他手术闭合
icd9procs	38.81	颅内血管的其他手术闭合
icd9procs	38.82	头和颈部其他血管的其他手术闭合
icd9procs	38.82	头和颈部其他血管的其他手术闭合
icd9procs	38.83	上肢血管的其他手术闭合
icd9procs	38.84	主动脉的其他手术闭合
icd9procs	38.85	胸部血管的其他手术闭合
icd9procs	38.85	胸部血管的其他手术闭合
icd9procs	38.86	腹动脉的其他手术闭合
icd9procs	38.86	腹动脉的其他手术闭合
icd9procs	38.87	腹静脉的其他手术闭合
icd9procs	38.87	腹静脉的其他手术闭合
icd9procs	38.88	下肢动脉的其他手术闭合
icd9procs	38.88	下肢动脉的其他手术闭合
icd9procs	38.89	下肢静脉的其他手术闭合
icd9procs	38.9	血管穿刺
icd9procs	38.9	血管穿刺
icd9procs	38.91	动脉导管插入术
icd9procs	38.92	脐静脉导管插入术
icd9procs	38.93	静脉导管插入术NEC
icd9procs	38.93	静脉导管插入术NEC
icd9procs	38.94	静脉缩短
icd9procs	38.95	静脉导管插入术，为肾透析
icd9procs	38.97	中心静脉导管置换伴有诱导
icd9procs	38.98	动脉其他穿刺
icd9procs	38.99	静脉其他穿刺
icd9procs	39	血管其他手术
icd9procs	39.0	体动脉至肺动脉的分流术
icd9procs	39.1	腹内静脉分流术
icd9procs	39.1	腹内静脉分流术
icd9procs	39.2	其他分流术或血管搭桥
icd9procs	39.2	其他分流术或血管搭桥
icd9procs	39.21	腔静脉-肺动脉吻合术
icd9procs	39.22	主动脉-锁骨下-颈动脉搭桥
icd9procs	39.22	主动脉-锁骨下-颈动脉搭桥
icd9procs	39.23	其他胸内血管分流术或搭桥
icd9procs	39.23	其他胸内血管分流术或搭桥
icd9procs	39.24	主动脉-肾动脉搭桥
icd9procs	39.24	主动脉-肾动脉搭桥
icd9procs	39.25	主动脉-髂动脉-股动脉搭桥
icd9procs	39.25	主动脉-髂动脉-股动脉搭桥
icd9procs	39.26	其他腹内血管分流术或搭桥
icd9procs	39.26	其他腹内血管分流术或搭桥
icd9procs	39.27	为肾透析，动静脉吻合术
icd9procs	39.28	颅外-颅内(EC-IC)血管搭桥
icd9procs	39.28	颅外-颅内(EC-IC)血管搭桥
icd9procs	39.29	其他(周围)血管分流术或搭桥
icd9procs	39.29	其他(周围)血管分流术或搭桥
icd9procs	39.3	血管缝合术
icd9procs	39.3	血管缝合术
icd9procs	39.30	未特指血管缝合术
icd9procs	39.31	动脉缝合术
icd9procs	39.31	动脉缝合术
icd9procs	39.32	静脉缝合术
icd9procs	39.32	静脉缝合术
icd9procs	39.4	血管操作的修复术
icd9procs	39.41	血管手术后的出血控制
icd9procs	39.42	动静脉分流术的修复术，为肾透析
icd9procs	39.43	去除动静脉分流，为肾透析
icd9procs	39.49	血管操作的其他修复术
icd9procs	39.5	血管其他修补术
icd9procs	39.5	血管其他修补术
icd9procs	39.50	其他非冠状血管成形术
icd9procs	39.50	其他非冠状血管成形术
icd9procs	39.51	钳夹动脉瘤
icd9procs	39.51	钳夹动脉瘤
icd9procs	39.52	动脉瘤其他修补术
icd9procs	39.52	动脉瘤其他修补术
icd9procs	39.53	动静脉瘘修补术
icd9procs	39.53	动静脉瘘修补术
icd9procs	39.54	再进入手术(主动脉)
icd9procs	39.55	迷走肾血管的再植入
icd9procs	39.56	用组织补片移植物的血管修补术
icd9procs	39.56	用组织补片移植物的血管修补术
icd9procs	39.57	用合成补片移植物的血管修补术
icd9procs	39.57	用合成补片移植物的血管修补术
icd9procs	39.58	用未特指类型补片移植物的血管修补术
icd9procs	39.59	血管其他修补术
icd9procs	39.59	血管其他修补术
icd9procs	39.6	体外循环和操作辅助心脏手术
icd9procs	39.61	体外循环辅助开放性心脏手术
icd9procs	39.62	低温(全身性)辅助开放性心脏手术
icd9procs	39.63	心麻痹
icd9procs	39.64	手术中心脏起搏器
icd9procs	39.65	体外膜氧合[ECMO]
icd9procs	39.66	经皮心肺搭桥
icd9procs	39.7	血管内操作
icd9procs	39.7	血管内操作
icd9procs	39.71	腹主动脉其他血管内移植物的植入
icd9procs	39.72	头和颈部血管内修补或闭合
icd9procs	39.72	头和颈部血管内修补或闭合
icd9procs	39.73	胸主动脉移植物的血管内植入术
icd9procs	39.74	头和颈部血管梗阻的血管内去除术
icd9procs	39.75	使用裸线圈血管内栓塞或闭塞头颈部血管
icd9procs	39.76	头、颈部血管生物活性弹簧圈血管内栓塞或闭合
icd9procs	39.77	血管暂时（部分的）治疗性血管内栓塞
icd9procs	39.78	主动脉分枝的血管内植入或开窗式移植物
icd9procs	39.78	主动脉分枝的血管内植入或开窗式移植物
icd9procs	39.79	其他血管的其他血管内修补术
icd9procs	39.79	其他血管的其他血管内修补术
icd9procs	39.8	颈动脉体，颈动脉窦和其他血管体的手术
icd9procs	39.81	颈动脉窦刺激装置的置入或置换，全系统
icd9procs	39.82	单纯颈动脉窦刺激导线的置入或置换
icd9procs	39.83	单纯颈动脉窦刺激脉冲发生器的置入或置换
icd9procs	39.84	单纯颈动脉窦刺激导线修复
icd9procs	39.85	颈动脉窦刺激脉冲发生器修复
icd9procs	39.86	颈动脉窦刺激装置去除术，全系统
icd9procs	39.87	单纯颈动脉窦刺激导线去除术，全系统
icd9procs	39.88	单纯颈动脉窦刺激脉冲发生器去除术，全系统
icd9procs	39.89	其他颈动脉体、颈动脉窦和其他血管体手术
icd9procs	39.9	血管的其他手术
icd9procs	39.9	血管的其他手术
icd9procs	39.90	周围（非冠状的）血管非药物洗脱支架置入
icd9procs	39.90	周围（非冠状的）血管非药物洗脱支架置入
icd9procs	39.91	血管松解
icd9procs	39.91	血管松解
icd9procs	39.92	静脉注射硬化药
icd9procs	39.93	血管-血管套管的置入术
icd9procs	39.94	血管-血管套管的置换术
icd9procs	39.95	血液透析
icd9procs	39.96	全身灌注法
icd9procs	39.97	其他灌注
icd9procs	39.98	出血控制NOS
icd9procs	39.99	血管其他手术
icd9procs	40	淋巴系统手术
icd9procs	40.0	淋巴结构切开术
icd9procs	40.1	淋巴结构的诊断性操作
icd9procs	40.11	淋巴结构的活组织检查
icd9procs	40.19	淋巴结构的其他诊断性操作
icd9procs	40.2	淋巴结构的单纯性切除术
icd9procs	40.2	淋巴结构的单纯性切除术
icd9procs	40.21	深部颈淋巴结切除术
icd9procs	40.22	乳房内淋巴结切除术
icd9procs	40.23	腋淋巴结切除术
icd9procs	40.24	腹股沟淋巴结切除术
icd9procs	40.29	其他淋巴结构单纯性切除术
icd9procs	40.29	其他淋巴结构单纯性切除术
icd9procs	40.3	区域性淋巴结切除术
icd9procs	40.4	颈淋巴结根治性切除术
icd9procs	40.40	根治性淋巴结清扫NOS
icd9procs	40.41	根治性淋巴结清扫,单侧
icd9procs	40.42	根治性淋巴结清扫,双侧
icd9procs	40.5	其他淋巴结根治性切除术
icd9procs	40.5	其他淋巴结根治性切除术
icd9procs	40.50	淋巴结根治性切除术NOS
icd9procs	40.51	腋下淋巴结根治性切除术
icd9procs	40.52	主动脉旁淋巴结根治性切除术
icd9procs	40.53	髂淋巴结根治性切除术
icd9procs	40.54	根治性腹股沟清扫术
icd9procs	40.59	其他淋巴结根治性切除术
icd9procs	40.59	其他淋巴结根治性切除术
icd9procs	40.6	胸导管手术
icd9procs	40.61	胸导管套管置入术
icd9procs	40.62	胸导管造瘘术
icd9procs	40.63	胸导管瘘口闭合术
icd9procs	40.64	胸导管结扎术
icd9procs	40.69	胸导管其他手术
icd9procs	40.9	淋巴结构其他手术
icd9procs	41	骨髓和脾脏手术
icd9procs	41.0	骨髓或造血干细胞移植
icd9procs	41.00	骨髓移植NOS
icd9procs	41.01	自体骨髓移植不伴净化
icd9procs	41.02	异体骨髓移植伴净化
icd9procs	41.03	异体骨髓移植不伴净化
icd9procs	41.04	自体造血干细胞移植不伴净化
icd9procs	41.05	异体造血干细胞移植不伴净化
icd9procs	41.06	脐血干细胞移植
icd9procs	41.07	自体造血干细胞移植伴净化
icd9procs	41.08	异体造血干细胞移植伴净化
icd9procs	41.09	自体骨髓移植伴净化
icd9procs	41.1	脾穿刺
icd9procs	41.2	脾切开术
icd9procs	41.3	骨髓和脾的诊断性操作
icd9procs	41.31	骨髓活组织检查
icd9procs	41.32	闭合性[抽吸][经皮]脾活组织检查
icd9procs	41.33	开放性脾活组织检查
icd9procs	41.38	骨髓其他诊断性操作
icd9procs	41.39	脾其他诊断性操作
icd9procs	41.4	脾病损或组织的切除术或破坏术
icd9procs	41.41	脾囊肿袋形缝术[造袋术]
icd9procs	41.42	脾病损或组织切除术
icd9procs	41.43	部分脾切除术
icd9procs	41.5	全脾切除术
icd9procs	41.9	脾和骨髓的其他手术
icd9procs	41.9	脾和骨髓的其他手术
icd9procs	41.91	供者骨髓抽吸，为了移植
icd9procs	41.92	骨髓注入
icd9procs	41.93	副脾切除术
icd9procs	41.94	脾移植术
icd9procs	41.95	脾修补术和整形术
icd9procs	41.98	骨髓其他手术
icd9procs	41.99	脾其他手术
icd9procs	41.99	脾其他手术
icd9procs	42	食管手术
icd9procs	42.0	食管切开术
icd9procs	42.0	食管切开术
icd9procs	42.01	食管蹼切开术
icd9procs	42.09	食管其他切开术
icd9procs	42.09	食管其他切开术
icd9procs	42.1	食管造口术
icd9procs	42.10	食管造口术NOS
icd9procs	42.11	颈部食管造口术
icd9procs	42.12	食管憩室外置术
icd9procs	42.19	食管其他外造口术
icd9procs	42.2	食管的诊断性操作
icd9procs	42.21	经手术切开的食管镜检查
icd9procs	42.22	经人工造口的食管镜检查
icd9procs	42.23	其他食管镜检查
icd9procs	42.24	闭合性[内镜]食管活组织检查
icd9procs	42.25	开放性食管活组织检查
icd9procs	42.29	食管的其他诊断性操作
icd9procs	42.3	食管病损或组织的局部切除术或破坏术
icd9procs	42.31	食管憩室局部切除术
icd9procs	42.32	食管其他病损或组织的局部切除术
icd9procs	42.33	内镜食管病损或组织切除术或破坏术
icd9procs	42.39	食管病损或食管组织其他破坏术
icd9procs	42.4	食管切除术
icd9procs	42.4	食管切除术
icd9procs	42.40	食管切除术NOS
icd9procs	42.41	部分食管切除术
icd9procs	42.42	全食管切除术
icd9procs	42.42	全食管切除术
icd9procs	42.5	食管胸内吻合术
icd9procs	42.5	食管胸内吻合术
icd9procs	42.51	胸内食管食管吻合术
icd9procs	42.52	胸内食管胃吻合术
icd9procs	42.53	胸内食管吻合术伴小肠间置术
icd9procs	42.54	其他胸内食管小肠吻合术
icd9procs	42.55	胸内食管吻合术伴结肠间置术
icd9procs	42.56	其他胸内食管结肠吻合术
icd9procs	42.58	胸内食管吻合术伴其他间置术
icd9procs	42.58	胸内食管吻合术伴其他间置术
icd9procs	42.59	食管其他胸内吻合术
icd9procs	42.6	胸骨前食管吻合术
icd9procs	42.61	胸骨前食管食管造口术
icd9procs	42.62	胸骨前食管胃造口术
icd9procs	42.63	胸骨前食管吻合术伴小肠间置术
icd9procs	42.64	其他胸骨前食管小肠吻合术
icd9procs	42.65	胸骨前食管吻合术伴结肠间置术
icd9procs	42.66	其他胸骨前食管结肠吻合术
icd9procs	42.68	其他胸骨前食管吻合术伴间置术
icd9procs	42.69	其他胸骨前食管吻合术
icd9procs	42.7	食管肌层切开术
icd9procs	42.8	食管其他修补术
icd9procs	42.81	食管置入永久性管
icd9procs	42.82	食管裂伤缝合术
icd9procs	42.83	食管造口闭合术
icd9procs	42.84	食管瘘修补术NEC
icd9procs	42.85	食管狭窄修补术
icd9procs	42.86	皮下隧道制造不伴食管吻合术
icd9procs	42.87	食管其他移植术
icd9procs	42.89	食管其他修补术
icd9procs	42.9	食管其他手术
icd9procs	42.91	食管静脉曲张结扎术
icd9procs	42.92	食管扩张术
icd9procs	42.99	食管其他手术
icd9procs	43	胃切开术和切除术
icd9procs	43.0	胃切开术
icd9procs	43.1	胃造口术
icd9procs	43.1	胃造口术
icd9procs	43.11	经皮[内镜]胃造口术[PEG]
icd9procs	43.19	其他胃造口术
icd9procs	43.19	其他胃造口术
icd9procs	43.3	幽门肌层切开术
icd9procs	43.4	胃病损或组织的局部切除术或破坏术
icd9procs	43.4	胃病损或组织的局部切除术或破坏术
icd9procs	43.41	内镜下胃病损或组织切除术或破坏术
icd9procs	43.41	内镜下胃病损或组织切除术或破坏术
icd9procs	43.42	胃其他病损或组织的局部切除术
icd9procs	43.49	胃病损或组织的其他破坏术
icd9procs	43.5	胃部分切除术伴食管胃吻合术
icd9procs	43.6	胃部分切除术伴胃十二指肠吻合术
icd9procs	43.7	胃部分切除术伴胃空肠吻合术
icd9procs	43.8	其他胃部分切除术
icd9procs	43.81	胃部分切除术伴空肠移位术
icd9procs	43.82	腹腔镜垂直（袖状）胃切除术
icd9procs	43.89	开放性和其他部分胃切除术
icd9procs	43.9	胃全部切除术
icd9procs	43.91	胃全部切除术伴肠间置术
icd9procs	43.99	其他胃全部切除术
icd9procs	44	胃的他手术
icd9procs	44.0	迷走神经切断术
